Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Document ChEMBL ID,Smiles (RDKit Mol)
CHEMBL3735848,COCC1(OC)CCN(c2nccc(Nc3cc4c(cn3)nc(C)n4C(C)C)n2)CC1,Ki,'=',77.0,nM,CHEMBL3734664,
CHEMBL3752139,C=CC(=O)Nc1cccc(-n2c(=O)cc(N(C)C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,IC50,'=',95.0,nM,CHEMBL3751728,
CHEMBL3753461,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3c(C)nc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,IC50,'=',280.0,nM,CHEMBL3751728,
CHEMBL3754040,C=CC(=O)Nc1cccc(-n2c(=O)cc(C(C)C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,IC50,'=',94.0,nM,CHEMBL3751728,
CHEMBL3753228,C=CC(=O)Nc1cccc(-n2c(=O)cc(C(F)(F)F)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,IC50,'=',39.0,nM,CHEMBL3751728,
CHEMBL3753874,C=CC(=O)Nc1cccc(-n2c(=O)cc(CCC)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,IC50,'=',17.8,nM,CHEMBL3751728,
CHEMBL3752337,C=CC(=O)Nc1cccc(-n2c(=O)cc(-c3ccc(-c4ccccc4)cc3)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,IC50,'>',1000.0,nM,CHEMBL3751728,
CHEMBL3753305,C=CC(=O)Nc1cccc(-n2c(=O)cc(-c3ccccc3)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,IC50,'=',21.0,nM,CHEMBL3751728,
CHEMBL3752365,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC(C)C)nc32)c1,IC50,'=',78.0,nM,CHEMBL3751728,
CHEMBL3754213,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OCCC)nc32)c1,IC50,'=',19.0,nM,CHEMBL3751728,
CHEMBL3758773,CC1(C)OCc2c(Nc3n[nH]c4cc(Cl)ccc34)nc(-c3cn[nH]c3)nc21,Ki,'=',22.4,nM,CHEMBL3758169,
CHEMBL3759696,CC1(C)OCc2c(Nc3n[nH]c4ccccc34)nc(-c3c[nH]nn3)nc21,Ki,'=',732.0,nM,CHEMBL3758169,
CHEMBL3758283,CC1(C)OCc2c(Nc3n[nH]c4ccc(F)cc34)nc(-c3cn[nH]c3)nc21,Ki,'=',8.0,nM,CHEMBL3758169,
CHEMBL3759499,CC1(C)OCc2c(Nc3n[nH]c4cc(F)ccc34)nc(-c3cn[nH]c3)nc21,Ki,'=',2.0,nM,CHEMBL3758169,
CHEMBL3758862,CC1(C)OCc2c(Nc3n[nH]c4c(Cl)cc(F)cc34)nc(-c3cn[nH]c3)nc21,Ki,'=',16.0,nM,CHEMBL3758169,
CHEMBL3758958,CC1(C)OCc2c(Nc3c[nH]c4ccccc34)nc(-c3cn[nH]c3)nc21,Ki,'=',17.0,nM,CHEMBL3758169,
CHEMBL3758948,CC1(C)OCc2c(Nc3n[nH]c4c(C(F)(F)F)cccc34)nc(-c3cn[nH]c3)nc21,Ki,'=',134.0,nM,CHEMBL3758169,
CHEMBL3759615,CC1(C)OCc2c(Nc3n[nH]c4c(F)cccc34)nc(-c3cn[nH]c3)nc21,Ki,'=',3.0,nM,CHEMBL3758169,
CHEMBL3759761,CC1(C)OCc2c(C(=O)c3n[nH]c4ccccc34)nc(-c3cn[nH]c3)nc21,Ki,'=',104.0,nM,CHEMBL3758169,
CHEMBL3758700,CC1(C)OCc2c(Nc3n[nH]c4c(Cl)c(F)ccc34)nc(-c3cn[nH]c3)nc21,Ki,'=',4.0,nM,CHEMBL3758169,
CHEMBL3758981,CN(c1nc(-c2cn[nH]c2)nc2c1COC2(C)C)c1n[nH]c2ccccc12,Ki,'=',519.0,nM,CHEMBL3758169,
CHEMBL3760058,CC1(C)OCc2c(Nc3n[nH]c4ccccc34)nc(-c3cc[nH]n3)nc21,Ki,'=',175.0,nM,CHEMBL3758169,
CHEMBL3759135,CC1(C)OCc2c(Nc3n[nH]c4ccccc34)nc(-c3cscn3)nc21,Ki,'=',5.6,nM,CHEMBL3758169,
CHEMBL3760072,CC1(C)OCc2c(Nc3n[nH]c4c(F)cc(F)cc34)nc(-c3cn[nH]c3)nc21,Ki,'=',10.4,nM,CHEMBL3758169,
CHEMBL3758954,CC1(C)OCc2c(Nc3nsc4ccccc34)nc(-c3cn[nH]c3)nc21,Ki,'=',747.0,nM,CHEMBL3758169,
CHEMBL3759442,CC1(C)OCc2c(Oc3n[nH]c4ccccc34)nc(-c3cn[nH]c3)nc21,Ki,'=',85.0,nM,CHEMBL3758169,
CHEMBL3759935,CC1(C)OCc2c(Nc3n[nH]c4cccc(F)c34)nc(-c3cn[nH]c3)nc21,Ki,'=',17.0,nM,CHEMBL3758169,
CHEMBL3758646,CC1(C)OCc2c(Nc3n[nH]c(Cl)c3Cl)nc(-c3cn[nH]c3)nc21,Ki,'=',389.0,nM,CHEMBL3758169,
CHEMBL3759002,Cc1cc(Nc2nc(-c3cn[nH]c3)nc3c2COC3(C)C)n[nH]1,Ki,'=',844.0,nM,CHEMBL3758169,
CHEMBL3758830,Cn1nc(Nc2nc(-c3cn[nH]c3)nc3c2COC3(C)C)c2cccc(F)c21,Ki,'=',57.0,nM,CHEMBL3758169,
CHEMBL3780955,CN1CCN(c2ccc(NC(=O)c3c(Nc4ccccc4Cl)cc[nH]c3=O)cc2)CC1,Ki,'=',82.0,nM,CHEMBL3779874,
CHEMBL3780404,COc1ccccc1Nc1cc[nH]c(=O)c1-c1nc2c(C(C)C)ccc(C)c2[nH]1,Ki,'=',88.0,nM,CHEMBL3779874,
CHEMBL3781433,CN1CCN(c2ccc(NC(=O)c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)cc2)CC1,EC50,'=',412.0,nM,CHEMBL3779874,
CHEMBL3781344,CN1CCN(c2ccc(NC(=O)c3c(Nc4ccncn4)cc[nH]c3=O)cc2)CC1,Ki,'=',95.0,nM,CHEMBL3779874,
CHEMBL3781805,COc1ccccc1Nc1cc[nH]c(=O)c1C(=O)Nc1ccc(N2CCC(C)CC2)cc1,Ki,'=',625.0,nM,CHEMBL3779874,
CHEMBL3780109,CN1CCN(c2ccc(NC(=O)c3c(NCCc4ccccc4)cc[nH]c3=O)cc2)CC1,Ki,'=',117.0,nM,CHEMBL3779874,
CHEMBL3780320,COc1ccccc1Nc1cc[nH]c(=O)c1C(=O)Nc1ccc(N2CCN(C)CC2)c(C)c1,Ki,'=',26.0,nM,CHEMBL3779874,
CHEMBL3781897,COc1ccccc1Nc1cc[nH]c(=O)c1C(=O)Nc1ccc(C2CCN(C)CC2)cc1,Ki,'=',15.0,nM,CHEMBL3779874,
CHEMBL3781338,CN1CCN(c2ccc(NC(=O)c3c(Nc4ccc(Cl)cc4)cc[nH]c3=O)cc2)CC1,Ki,'=',629.0,nM,CHEMBL3779874,
CHEMBL3780709,CN1CCN(c2ccc(NC(=O)c3c(NCc4ccccc4)cc[nH]c3=O)cc2)CC1,Ki,'=',350.0,nM,CHEMBL3779874,
CHEMBL3779957,COc1ccccc1Nc1cc[nH]c(=O)c1C(=O)Nc1ccc(N2CCCN(C)CC2)cc1,Ki,'=',12.0,nM,CHEMBL3779874,
CHEMBL3781934,COc1ccccc1Nc1cc[nH]c(=O)c1C(N)=O,Ki,'>',688.0,nM,CHEMBL3779874,
CHEMBL3781439,CN1CCN(c2ccc(NC(=O)c3c(Nc4cccc(Cl)c4)cc[nH]c3=O)cc2)CC1,Ki,'=',155.0,nM,CHEMBL3779874,
CHEMBL3780006,O=C(Nc1ccccc1)c1c(NCCc2cccc(Cl)c2)cc[nH]c1=O,Ki,'=',330.0,nM,CHEMBL3779874,
CHEMBL3780635,CN1CCN(c2ccc(NC(=O)c3c(N)cc[nH]c3=O)cc2)CC1,Ki,'=',346.0,nM,CHEMBL3779874,
CHEMBL3780037,CN1CCN(c2ccc(NC(=O)c3c(NCCc4cccc(Cl)c4)cc[nH]c3=O)cc2)CC1,Ki,'=',66.0,nM,CHEMBL3779874,
CHEMBL3780841,COc1ccccc1Nc1cc[nH]c(=O)c1-c1nc2c(C(C)C)cccc2[nH]1,Ki,'=',58.0,nM,CHEMBL3779874,
CHEMBL3780090,COc1ccccc1Nc1cc[nH]c(=O)c1C(=O)Nc1ccc(N2CCN(C)CC2)cc1,Ki,'=',19.0,nM,CHEMBL3779874,
CHEMBL3780175,COc1ccccc1Nc1cc[nH]c(=O)c1C(=O)Nc1ccc(N2CCS(=O)(=O)CC2)cc1,Ki,'=',37.0,nM,CHEMBL3779874,
CHEMBL3781676,CN1CCN(c2ccc(NC(=O)c3c(Nc4ccncc4N)cc[nH]c3=O)cc2)CC1,Ki,'=',145.0,nM,CHEMBL3779874,
CHEMBL3780484,CN1CCN(c2ccc(NC(=O)c3c(Nc4ccccc4)cc[nH]c3=O)cc2)CC1,Ki,'=',144.0,nM,CHEMBL3779874,
CHEMBL3780563,COc1ccccc1Nc1cc[nH]c(=O)c1C(=O)Nc1ccc(CN2CCN(C)CC2)cc1,Ki,'=',51.0,nM,CHEMBL3779874,
CHEMBL3780553,CN1CCN(c2ccc(NC(=O)c3c(NCCc4ccc(Cl)cc4)cc[nH]c3=O)cc2)CC1,Ki,'=',262.0,nM,CHEMBL3779874,
CHEMBL3781817,CN(C)c1ccc(NC(=O)c2c(NCCc3cccc(Cl)c3)cc[nH]c2=O)cc1,Ki,'=',290.0,nM,CHEMBL3779874,
CHEMBL3781988,CN1CCN(c2ccc(NC(=O)c3c(Nc4ccccn4)cc[nH]c3=O)cc2)CC1,Ki,'=',108.0,nM,CHEMBL3779874,
CHEMBL3780073,Cc1ccccc1Nc1cc[nH]c(=O)c1C(=O)Nc1ccc(N2CCN(C)CC2)cc1,Ki,'=',61.0,nM,CHEMBL3779874,
CHEMBL3781993,CN1CCN(c2ccc(NC(=O)c3c(Nc4ccnc(N)n4)cc[nH]c3=O)cc2)CC1,Ki,'=',4.0,nM,CHEMBL3779874,
CHEMBL3780509,CCc1cc(NC(=O)c2c(Nc3ccccc3OC)cc[nH]c2=O)ccc1N1CCN(C)CC1,Ki,'=',31.0,nM,CHEMBL3779874,
CHEMBL3781462,COc1ccccc1Nc1cc[nH]c(=O)c1C(=O)Nc1ccc(N2CCN(C)CC2)nc1,Ki,'=',78.0,nM,CHEMBL3779874,
CHEMBL3787344,Cc1cc(C(=O)Nc2nc3cccc(Cl)c3n2[C@@H]2CCCCN(C(=O)/C=C/CN(C)C)C2)ccn1,IC50,'=',25.0,nM,CHEMBL3785051,
CHEMBL3814878,C=CC(=O)NCCCn1c(-c2nc(-c3cnn(C4CCN(C)CC4)c3)cnc2N)nc2ccccc21,IC50,'=',200.0,nM,CHEMBL3813644,
CHEMBL3814714,C=CC(=O)Nc1cccc(-n2c(-c3nc(-c4cnn(C5CCN(C)CC5)c4)cnc3N)nc3cnccc32)c1,EC50,'=',18.0,nM,CHEMBL3813644,
CHEMBL3814482,C=CC(=O)Nc1cccc(Cn2c(-c3nc(-c4cnn(C5CCN(C)CC5)c4)cnc3N)nc3ccccc32)c1,EC50,'=',360.0,nM,CHEMBL3813644,
CHEMBL3814825,C=CC(=O)Nc1cccc(-n2c(-c3nc(-c4cnn(C5CCN(C)CC5)c4)cnc3N)nc3ccccc32)c1,EC50,'=',14.0,nM,CHEMBL3813644,
CHEMBL3814819,C=CC(=O)Nc1cccc(-n2c(-c3nc(-c4cnn(CCN5CCN(C)CC5)c4)cnc3N)nc3ccccc32)c1,EC50,'=',15.0,nM,CHEMBL3813644,
CHEMBL3814620,C=CC(=O)Nc1cccc(-n2c(-c3nc(-c4cnn(C5CCN(C)CC5)c4)cnc3N)nc3ccncc32)c1,EC50,'=',150.0,nM,CHEMBL3813644,
CHEMBL3814572,C=CC(=O)N(C)c1cccc(-n2c(-c3nc(-c4cnn(C5CCN(C)CC5)c4)cnc3N)nc3ccccc32)c1,EC50,'=',390.0,nM,CHEMBL3813644,
CHEMBL3814376,C=CC(=O)Nc1cccc(-n2c(-c3nc(-c4cnn(C5CCN(CC)CC5)c4)cnc3N)nc3ccccc32)c1,EC50,'=',9.0,nM,CHEMBL3813644,
CHEMBL3814884,C=CC(=O)Nc1cccc(-n2c(-c3nc(-c4cnn(C5CCN(C(C)C)CC5)c4)cnc3N)nc3ccccc32)c1,EC50,'=',14.0,nM,CHEMBL3813644,
CHEMBL3814859,C=CC(=O)Nc1ccc(-n2c(-c3nc(-c4cnn(C5CCN(C)CC5)c4)cnc3N)nc3ccccc32)cc1,EC50,'=',550.0,nM,CHEMBL3813644,
CHEMBL3813997,C=CC(=O)Nc1cccc(-n2c(-c3nc(-c4cnn(C5CCN(C(=O)CO)CC5)c4)cnc3N)nc3ccccc32)c1,EC50,'=',24.0,nM,CHEMBL3813644,
CHEMBL3813979,CN1CCC(n2cc(-c3cnc(N)c(-c4nc5ccccc5[nH]4)n3)cn2)CC1,IC50,'=',290.0,nM,CHEMBL3813644,
CHEMBL3814824,C=CC(=O)Nc1cccc(-n2c(-c3nc(-c4cnn(CCN5CCOCC5)c4)cnc3N)nc3ccccc32)c1,EC50,'=',24.0,nM,CHEMBL3813644,
CHEMBL3815124,C=CC(=O)Nc1cccc(-n2c(-c3nc(-c4cnn(C5CCN(C(C)=O)CC5)c4)cnc3N)nc3ccccc32)c1,EC50,'=',22.0,nM,CHEMBL3813644,
CHEMBL3813756,C=CC(=O)Nc1ccc(F)c(-n2c(-c3nc(-c4cnn(C5CCN(C)CC5)c4)cnc3N)nc3ccccc32)c1,EC50,'=',73.0,nM,CHEMBL3813644,
CHEMBL3813817,C=CC(=O)Nc1cccc(-n2c(-c3nc(-c4cnn(CCO)c4)cnc3N)nc3ccccc32)c1,EC50,'=',12.0,nM,CHEMBL3813644,
CHEMBL3814219,C=CC(=O)Nc1ccccc1Cn1c(-c2nc(-c3cnn(C4CCN(C)CC4)c3)cnc2N)nc2ccccc21,EC50,'=',7.0,nM,CHEMBL3813644,
CHEMBL3814957,C=CC(=O)Nc1cccc(-n2c(-c3nc(-c4cnn(C5CCN(C)CC5)c4)cnc3N)nc3ccccc32)c1F,EC50,'=',23.0,nM,CHEMBL3813644,
CHEMBL3814756,C=CC(=O)Nc1cccc(-n2c(-c3nc(-c4cnn(C5CCN(C(=O)CN(C)C)CC5)c4)cnc3N)nc3ccccc32)c1,EC50,'=',15.0,nM,CHEMBL3813644,
CHEMBL3813947,C=CC(=O)Nc1cccc(-n2c(-c3nc(-c4cnn(C)c4)cnc3N)nc3ccccc32)c1,EC50,'=',10.0,nM,CHEMBL3813644,
CHEMBL3815045,CCn1c(-c2nc(-c3cnn(C4CCN(C)CC4)c3)cnc2N)nc2ccccc21,IC50,'=',50.0,nM,CHEMBL3813644,
CHEMBL3735648,CC1(C)c2cc(C3CCN(CC4CCOCC4)CC3)ccc2C(=O)c2c1[nH]c1cc(C#N)ccc21,IC50,'=',350.0,nM,CHEMBL3826932,
CHEMBL3901622,C[C@@H](Nc1ncnc2oc(-c3ccc(NCCN(C)C)cc3)cc12)c1ccccc1,IC50,'=',217.0,nM,CHEMBL3856204,
CHEMBL3891846,C[C@@H](Nc1ncnc2oc(-c3ccc(NCCN4CCCCC4)cc3)cc12)c1ccccc1,IC50,'=',196.0,nM,CHEMBL3856204,
CHEMBL3951434,Cc1cccc2nc(NC(=O)c3cccc(C(F)(F)F)c3)n([C@@H]3CCCCN(C(=O)/C=C/CN(C)C)C3)c12,IC50,'=',45.9,nM,CHEMBL3860038,
CHEMBL3939913,Cc1cccc2nc(NC(=O)c3ccnc(C(F)(F)F)c3)n([C@@H]3CCCCN(C(=O)/C=C/CN(C)C)C3)c12,IC50,'=',1.51,nM,CHEMBL3860038,
CHEMBL3953921,C=CC(=O)N1CCCC(n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)C1,IC50,'=',421.0,nM,CHEMBL3860038,
CHEMBL3953221,C=CC(=O)N[C@H]1CCC[C@@H](n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)C1,IC50,'=',543.0,nM,CHEMBL3860038,
CHEMBL3972316,C=CC(=O)N1CCCC[C@@H](n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cccc(C)c32)C1,IC50,'=',14.84,nM,CHEMBL3860038,
CHEMBL3901943,C=CC(=O)N1CCCCC(n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)C1,IC50,'=',830.0,nM,CHEMBL3860038,
CHEMBL3954370,O=C(Nc1nc2ccccc2n1[C@H]1CC[C@H](O)CC1)c1cccc(C(F)(F)F)c1,IC50,'=',260.0,nM,CHEMBL3860038,
CHEMBL3960167,Cc1cc(C(=O)Nc2nc3cccc(C)c3n2[C@@H]2CCCCN(C(=O)/C=C/CN(C)C)C2)ccn1,IC50,'=',3.05,nM,CHEMBL3860038,
CHEMBL3965075,CCOCc1ccc2c(c1)nc(NC(=O)c1cccc(C(F)(F)F)c1)n2[C@H]1CC[C@H](O)CC1,IC50,'=',470.0,nM,CHEMBL3860038,
CHEMBL3961202,C=CC(=O)N(C)c1cccc(-n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)c1,IC50,'=',10.0,nM,CHEMBL3860038,
CHEMBL3973973,C=CC(=O)N[C@@H]1CCC[C@@H](n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)C1,IC50,'=',60.0,nM,CHEMBL3860038,
CHEMBL3937373,Cc1cccc2nc(NC(=O)c3cccc(C(F)(F)F)c3)n([C@H]3CC[C@H](O)CC3)c12,IC50,'=',90.0,nM,CHEMBL3860038,
CHEMBL3909438,Cc1ccc2nc(NC(=O)c3cccc(C(F)(F)F)c3)n([C@H]3CC[C@H](O)CC3)c2c1,IC50,'=',280.0,nM,CHEMBL3860038,
CHEMBL3946259,Cc1ccc2c(c1)nc(NC(=O)c1cccc(C(F)(F)F)c1)n2[C@H]1CC[C@H](O)CC1,IC50,'=',140.0,nM,CHEMBL3860038,
CHEMBL3966111,C=CC(=O)NCCCn1c(NC(=O)c2cccc(C(F)(F)F)c2)nc2cc(C)ccc21,IC50,'=',50.0,nM,CHEMBL3860038,
CHEMBL3959632,C=CC(=O)Nc1cccc(-n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cc(C)ccc32)c1,IC50,'=',134.8,nM,CHEMBL3860038,
CHEMBL3925959,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCCn4cnnn4)cc3)ncc2[N+](=O)[O-])c1,IC50,'=',100.6,nM,CHEMBL3860065,
CHEMBL3931038,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(-n4ccnc4)cc3)ncc2[N+](=O)[O-])c1,IC50,'=',98.2,nM,CHEMBL3860065,
CHEMBL3953593,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCCn4ccnc4)cc3)ncc2[N+](=O)[O-])c1,IC50,'=',40.6,nM,CHEMBL3860065,
CHEMBL3903063,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC(=O)Cn4ccnc4)cc3)ncc2[N+](=O)[O-])c1,IC50,'=',118.7,nM,CHEMBL3860065,
CHEMBL3956430,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCn4ccnc4)cc3)ncc2F)c1,IC50,'=',9.1,nM,CHEMBL3860065,
CHEMBL3967512,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cn4ccnc4)cc3)ncc2Cl)c1,IC50,'=',3.3,nM,CHEMBL3860065,
CHEMBL3930539,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cn4ccnc4)cc3)ncc2F)c1,IC50,'=',9.0,nM,CHEMBL3860065,
CHEMBL3947759,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCn4ccnc4)cc3)ncc2Cl)c1,IC50,'=',106.0,nM,CHEMBL3860065,
CHEMBL3985086,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cn4ccnc4)cc3OC)ncc2Cl)c1,IC50,'=',109.0,nM,CHEMBL3860065,
CHEMBL3977022,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCn4cncn4)cc3)ncc2Cl)c1,IC50,'=',103.4,nM,CHEMBL3860065,
CHEMBL3946096,C=CC(=O)N1CC[C@@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C[C@@H]1C(=O)NC,IC50,'=',0.9,nM,CHEMBL3881529,
CHEMBL3985465,C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C[C@H]1C(=O)NCCO,IC50,'=',1.8,nM,CHEMBL3881529,
CHEMBL3898447,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,IC50,'=',5.0,nM,CHEMBL3881529,
CHEMBL3970231,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)CC1,IC50,'=',1.9,nM,CHEMBL3881529,
CHEMBL3904966,C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(Br)c(Cl)c4F)ncnc3cc2OC)C1,IC50,'=',8.0,nM,CHEMBL3881529,
CHEMBL3972168,C=CC(=O)N1CC[C@@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C[C@@H]1C(=O)OC,IC50,'=',1.7,nM,CHEMBL3881529,
CHEMBL3932784,C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C[C@H]1C(=O)NCCSC,IC50,'=',1.4,nM,CHEMBL3881529,
CHEMBL3926558,C=CC(=O)N1CC(Oc2cc3c(N[C@H](C)c4ccccc4)ncnc3cc2OC)C1,IC50,'=',15.0,nM,CHEMBL3881529,
CHEMBL3940909,C=CC(=O)N1CC[C@H](Oc2ccc3ncnc(Nc4ccc(F)c(Cl)c4F)c3c2)C1,IC50,'=',54.0,nM,CHEMBL3881529,
CHEMBL3965391,C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C1,IC50,'=',1.3,nM,CHEMBL3881529,
CHEMBL3909201,C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C1,IC50,'=',0.8,nM,CHEMBL3881529,
CHEMBL3979366,C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C[C@H]1C(=O)NCCN(C)C,IC50,'=',6.6,nM,CHEMBL3881529,
CHEMBL3898077,C=C(CN(C)C)C(=O)N1CC(Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C1,IC50,'=',2.0,nM,CHEMBL3881529,
CHEMBL3929060,C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C[C@H]1C(N)=O,IC50,'=',0.7,nM,CHEMBL3881529,
CHEMBL3971939,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(C)c4)ncnc3cc2OC)CC1,IC50,'=',9.3,nM,CHEMBL3881529,
CHEMBL3916927,C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2OC)C1,IC50,'=',1.3,nM,CHEMBL3881529,
CHEMBL3914159,C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)C1,IC50,'=',4.5,nM,CHEMBL3881529,
CHEMBL3935492,C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C[C@H]1C(=O)NCCS(C)(=O)=O,IC50,'=',3.0,nM,CHEMBL3881529,
CHEMBL3968784,C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)C1,IC50,'=',1.3,nM,CHEMBL3881529,
CHEMBL3965087,C=CC(=O)N1CC[C@H](Oc2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)C1,IC50,'=',47.0,nM,CHEMBL3881529,
CHEMBL3935007,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(Br)c4)ncnc3cc2OC)CC1,IC50,'=',7.1,nM,CHEMBL3881529,
CHEMBL3922182,C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(OCc5ccccn5)c(Cl)c4)ncnc3cc2OC)C1,IC50,'=',10.0,nM,CHEMBL3881529,
CHEMBL3940089,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OCCC)CC1,IC50,'=',3.0,nM,CHEMBL3881529,
CHEMBL3958624,C=CC(=O)N1CC[C@@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C[C@@H]1C(N)=O,IC50,'=',0.7,nM,CHEMBL3881529,
CHEMBL3898690,C=CC(=O)N1CC(Oc2cc3c(Nc4cccc(Cl)c4)ncnc3cc2OC)C1,IC50,'=',3.3,nM,CHEMBL3881529,
CHEMBL3895411,C=C(CN1CCOCC1)C(=O)N1CC(Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C1,IC50,'=',4.0,nM,CHEMBL3881529,
CHEMBL3919447,C=CC(=O)N1CC[C@H](Oc2cc3c(N[C@H](C)c4ccccc4)ncnc3cc2OC)C1,IC50,'=',27.0,nM,CHEMBL3881529,
CHEMBL3978740,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(C(F)(F)F)c4)ncnc3cc2OC)CC1,IC50,'=',16.2,nM,CHEMBL3881529,
CHEMBL3910915,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Br)c(C)c4)ncnc3cc2OC)CC1,IC50,'=',7.6,nM,CHEMBL3881529,
CHEMBL3961848,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(C=C)c4)ncnc3cc2OC)CC1,IC50,'=',3.0,nM,CHEMBL3881529,
CHEMBL3980793,C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C[C@H]1C(=O)NCCOC,IC50,'=',3.8,nM,CHEMBL3881529,
CHEMBL3954587,C=CC(=O)N1CC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)C1,IC50,'=',4.0,nM,CHEMBL3881529,
CHEMBL3932286,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(Cl)c4)ncnc3cc2OC)CC1,IC50,'=',7.2,nM,CHEMBL3881529,
CHEMBL4213609,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3nc[nH]c3n2)C[C@H]1F,IC50,'=',675.0,nM,CHEMBL4177539,
CHEMBL4206501,C=CC(=O)Nc1cc(Nc2ccnc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,'=',15.0,nM,CHEMBL4177539,
CHEMBL3883534,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,IC50,'=',7.0,nM,CHEMBL4177539,
CHEMBL4213400,CC(C)C(CO)Nc1nc(Nc2ccc(N3CCNCC3)cc2)c2ncn(C(C)C)c2n1,IC50,'=',78.0,nM,CHEMBL4177539,
